Trait,Marker,Chr,Pos,marker_F,p,marker_Rsq,add_F,add_p,dom_F,dom_p,marker_df,marker_MS,error_df,error_MS,model_df,model_MS,minorObs
logit_germ,Zm00001d026703,10,150491627,0.24814,0.61845,1.49E-04,0.24814,0.61845,NaN,NaN,1,0.38148,1668,1.53737,1,0.38148,8
logit_germ,Zm00001d026704,10,150494539,0.52803,0.46754,3.16E-04,0.52803,0.46754,NaN,NaN,1,0.81164,1668,1.53711,1,0.81164,4
logit_germ,Zm00001d026705,10,150495137,0.04823,0.8262,2.89E-05,0.04823,0.8262,NaN,NaN,1,0.07416,1668,1.53755,1,0.07416,14
logit_germ,Zm00001d026706,10,150560595,0.50653,0.47675,3.04E-04,0.50653,0.47675,NaN,NaN,1,0.7786,1668,1.53713,1,0.7786,9
logit_chlorotic,Zm00001d027242,1,215108,1.63353,0.20139,9.78E-04,1.63353,0.20139,NaN,NaN,1,0.91383,1669,0.55942,1,0.91383,14
logit_chlorotic,Zm00001d027266,1,1027553,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027267,1,1034733,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027268,1,1036531,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027276,1,1233576,2.49331,0.11452,0.00149,2.49331,0.11452,NaN,NaN,1,1.39408,1669,0.55913,1,1.39408,16
logit_chlorotic,Zm00001d027277,1,1235889,2.66991,0.10245,0.0016,2.66991,0.10245,NaN,NaN,1,1.49267,1669,0.55907,1,1.49267,12
logit_chlorotic,Zm00001d027288,1,1842734,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d027293,1,2034022,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027295,1,2105777,0.30891,0.57843,1.85E-04,0.30891,0.57843,NaN,NaN,1,0.17294,1669,0.55986,1,0.17294,4
logit_chlorotic,Zm00001d027296,1,2113284,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027298,1,2156137,1.43003,0.23193,8.56E-04,1.43003,0.23193,NaN,NaN,1,0.80008,1669,0.55949,1,0.80008,8
logit_chlorotic,Zm00001d027304,1,2298136,0.11618,0.73326,6.96E-05,0.11618,0.73326,NaN,NaN,1,0.06505,1669,0.55993,1,0.06505,6
logit_chlorotic,Zm00001d027307,1,2523976,0.56494,0.45238,3.38E-04,0.56494,0.45238,NaN,NaN,1,0.31624,1669,0.55978,1,0.31624,6
logit_chlorotic,Zm00001d027309,1,2632610,0.9145,0.33906,5.48E-04,0.9145,0.33906,NaN,NaN,1,0.51181,1669,0.55966,1,0.51181,10
logit_chlorotic,Zm00001d027312,1,2777149,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027314,1,2809904,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027317,1,2820542,2.14599,0.14313,0.00128,2.14599,0.14313,NaN,NaN,1,1.20014,1669,0.55925,1,1.20014,11
logit_chlorotic,Zm00001d027318,1,2829628,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027320,1,2886855,2.00899,0.15656,0.0012,2.00899,0.15656,NaN,NaN,1,1.12361,1669,0.55929,1,1.12361,15
logit_chlorotic,Zm00001d027321,1,2887895,0.11189,0.73804,6.70E-05,0.11189,0.73804,NaN,NaN,1,0.06265,1669,0.55993,1,0.06265,13
logit_chlorotic,Zm00001d027324,1,2959756,0.22157,0.63791,1.33E-04,0.22157,0.63791,NaN,NaN,1,0.12405,1669,0.55989,1,0.12405,7
logit_chlorotic,Zm00001d027325,1,2974684,0.03492,0.85178,2.09E-05,0.03492,0.85178,NaN,NaN,1,0.01956,1669,0.55995,1,0.01956,7
logit_chlorotic,Zm00001d027329,1,3033135,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027333,1,3104238,0.119,0.73017,7.13E-05,0.119,0.73017,NaN,NaN,1,0.06663,1669,0.55993,1,0.06663,5
logit_chlorotic,Zm00001d027344,1,3371773,1.97988,0.15959,0.00118,1.97988,0.15959,NaN,NaN,1,1.10735,1669,0.5593,1,1.10735,7
logit_chlorotic,Zm00001d027347,1,3382895,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027349,1,3445592,2.17078,0.14084,0.0013,2.17078,0.14084,NaN,NaN,1,1.21398,1669,0.55924,1,1.21398,8
logit_chlorotic,Zm00001d027351,1,3483039,4.79607,0.02866,0.00287,4.79607,0.02866,NaN,NaN,1,2.67793,1669,0.55836,1,2.67793,9
logit_chlorotic,Zm00001d027354,1,3544719,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027362,1,3772796,0.01874,0.89112,1.12E-05,0.01874,0.89112,NaN,NaN,1,0.0105,1669,0.55996,1,0.0105,5
logit_chlorotic,Zm00001d027366,1,3807308,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d027367,1,3807555,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027371,1,3912899,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027373,1,3961041,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d027376,1,3984955,1.28394,0.25733,7.69E-04,1.28394,0.25733,NaN,NaN,1,0.71841,1669,0.55953,1,0.71841,4
logit_chlorotic,Zm00001d027383,1,4110349,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027394,1,4340428,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d027395,1,4345787,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027401,1,4425581,1.18614,0.27627,7.10E-04,1.18614,0.27627,NaN,NaN,1,0.66372,1669,0.55957,1,0.66372,6
logit_chlorotic,Zm00001d027403,1,4498635,0.03537,0.85084,2.12E-05,0.03537,0.85084,NaN,NaN,1,0.01981,1669,0.55995,1,0.01981,9
logit_chlorotic,Zm00001d027412,1,4736465,1.51583,0.21842,9.07E-04,1.51583,0.21842,NaN,NaN,1,0.84804,1669,0.55946,1,0.84804,13
logit_chlorotic,Zm00001d027421,1,4903061,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d027422,1,4909136,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027425,1,4994253,1.2809,0.25789,7.67E-04,1.2809,0.25789,NaN,NaN,1,0.71671,1669,0.55954,1,0.71671,11
logit_chlorotic,Zm00001d027427,1,5095487,0.30891,0.57843,1.85E-04,0.30891,0.57843,NaN,NaN,1,0.17294,1669,0.55986,1,0.17294,4
logit_chlorotic,Zm00001d027429,1,5107038,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027445,1,5482178,0.19605,0.65799,1.17E-04,0.19605,0.65799,NaN,NaN,1,0.10977,1669,0.5599,1,0.10977,5
logit_chlorotic,Zm00001d027446,1,5491916,0.10235,0.74906,6.13E-05,0.10235,0.74906,NaN,NaN,1,0.05731,1669,0.55993,1,0.05731,8
logit_chlorotic,Zm00001d027447,1,5500220,1.12519,0.28896,6.74E-04,1.12519,0.28896,NaN,NaN,1,0.62964,1669,0.55959,1,0.62964,11
logit_chlorotic,Zm00001d027448,1,5518982,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027468,1,5944473,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027472,1,6133252,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027487,1,6328684,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027506,1,7028779,0.76511,0.38186,4.58E-04,0.76511,0.38186,NaN,NaN,1,0.42824,1669,0.55971,1,0.42824,4
logit_chlorotic,Zm00001d027508,1,7065274,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027510,1,7078861,1.16367,0.28086,6.97E-04,1.16367,0.28086,NaN,NaN,1,0.65116,1669,0.55957,1,0.65116,10
logit_chlorotic,Zm00001d027512,1,7150865,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027523,1,7395611,0.27564,0.59964,1.65E-04,0.27564,0.59964,NaN,NaN,1,0.15432,1669,0.55987,1,0.15432,4
logit_chlorotic,Zm00001d027532,1,7559236,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027542,1,7886500,2.80359,0.09424,0.00168,2.80359,0.09424,NaN,NaN,1,1.56728,1669,0.55903,1,1.56728,4
logit_chlorotic,Zm00001d027544,1,7988348,1.70418,0.19192,0.00102,1.70418,0.19192,NaN,NaN,1,0.95331,1669,0.55939,1,0.95331,7
logit_chlorotic,Zm00001d027556,1,8122450,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027558,1,8163945,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027570,1,8281130,0.41908,0.51748,2.51E-04,0.41908,0.51748,NaN,NaN,1,0.23461,1669,0.55982,1,0.23461,6
logit_chlorotic,Zm00001d027571,1,8290330,0.02789,0.86738,1.67E-05,0.02789,0.86738,NaN,NaN,1,0.01562,1669,0.55996,1,0.01562,10
logit_chlorotic,Zm00001d027572,1,8302701,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d027573,1,8312267,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027576,1,8334016,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027585,1,8486494,1.0466,0.30644,6.27E-04,1.0466,0.30644,NaN,NaN,1,0.58569,1669,0.55961,1,0.58569,9
logit_chlorotic,Zm00001d027588,1,8552616,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027596,1,8670704,0.92969,0.33508,5.57E-04,0.92969,0.33508,NaN,NaN,1,0.5203,1669,0.55965,1,0.5203,8
logit_chlorotic,Zm00001d027597,1,8676155,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027612,1,9012932,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027616,1,9109195,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027624,1,9342020,3.12265,0.07739,0.00187,3.12265,0.07739,NaN,NaN,1,1.74531,1669,0.55892,1,1.74531,10
logit_chlorotic,Zm00001d027625,1,9352654,0.8183,0.36581,4.90E-04,0.8183,0.36581,NaN,NaN,1,0.458,1669,0.55969,1,0.458,11
logit_chlorotic,Zm00001d027630,1,9489688,0.10235,0.74906,6.13E-05,0.10235,0.74906,NaN,NaN,1,0.05731,1669,0.55993,1,0.05731,8
logit_chlorotic,Zm00001d027633,1,9556014,0.03095,0.86036,1.85E-05,0.03095,0.86036,NaN,NaN,1,0.01733,1669,0.55995,1,0.01733,6
logit_chlorotic,Zm00001d027655,1,10258286,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027659,1,10349336,13.6703,2.25E-04,0.00812,13.6703,2.25E-04,NaN,NaN,1,7.5927,1669,0.55542,1,7.5927,6
logit_chlorotic,Zm00001d027672,1,10687153,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027688,1,11165000,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d027699,1,11358881,0.27564,0.59964,1.65E-04,0.27564,0.59964,NaN,NaN,1,0.15432,1669,0.55987,1,0.15432,4
logit_chlorotic,Zm00001d027703,1,11494322,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027709,1,11671464,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027721,1,12145202,0.57413,0.44873,3.44E-04,0.57413,0.44873,NaN,NaN,1,0.32138,1669,0.55977,1,0.32138,4
logit_chlorotic,Zm00001d027722,1,12171480,0.92969,0.33508,5.57E-04,0.92969,0.33508,NaN,NaN,1,0.5203,1669,0.55965,1,0.5203,8
logit_chlorotic,Zm00001d027726,1,12295347,1.015,0.31385,6.08E-04,1.015,0.31385,NaN,NaN,1,0.56802,1669,0.55962,1,0.56802,8
logit_chlorotic,Zm00001d027734,1,12375229,0.30382,0.58157,1.82E-04,0.30382,0.58157,NaN,NaN,1,0.1701,1669,0.55986,1,0.1701,11
logit_chlorotic,Zm00001d027752,1,12633474,0.96486,0.32611,5.78E-04,0.96486,0.32611,NaN,NaN,1,0.53998,1669,0.55964,1,0.53998,10
logit_chlorotic,Zm00001d027756,1,12710168,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d027768,1,13167077,2.60096,0.10699,0.00156,2.60096,0.10699,NaN,NaN,1,1.45418,1669,0.55909,1,1.45418,6
logit_chlorotic,Zm00001d027803,1,13909642,4.24129,0.03961,0.00253,4.24129,0.03961,NaN,NaN,1,2.36895,1669,0.55855,1,2.36895,5
logit_chlorotic,Zm00001d027827,1,14612404,0.01541,0.90122,9.23E-06,0.01541,0.90122,NaN,NaN,1,0.00863,1669,0.55996,1,0.00863,9
logit_chlorotic,Zm00001d027834,1,14666143,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027838,1,14705955,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d027841,1,14831968,0.03366,0.85445,2.02E-05,0.03366,0.85445,NaN,NaN,1,0.01885,1669,0.55995,1,0.01885,8
logit_chlorotic,Zm00001d027844,1,15013103,1.70422,0.19192,0.00102,1.70422,0.19192,NaN,NaN,1,0.95333,1669,0.55939,1,0.95333,8
logit_chlorotic,Zm00001d027851,1,15177576,3.40269,0.06527,0.00203,3.40269,0.06527,NaN,NaN,1,1.90151,1669,0.55883,1,1.90151,7
logit_chlorotic,Zm00001d027869,1,15967814,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d027876,1,16228091,0.12418,0.72459,7.44E-05,0.12418,0.72459,NaN,NaN,1,0.06953,1669,0.55992,1,0.06953,9
logit_chlorotic,Zm00001d027880,1,16446901,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027885,1,16721846,0.89848,0.34333,5.38E-04,0.89848,0.34333,NaN,NaN,1,0.50284,1669,0.55966,1,0.50284,18
logit_chlorotic,Zm00001d027893,1,16951762,0.82486,0.36389,4.94E-04,0.82486,0.36389,NaN,NaN,1,0.46166,1669,0.55969,1,0.46166,8
logit_chlorotic,Zm00001d027896,1,16980005,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027936,1,17970851,7.86529,0.0051,0.00469,7.86529,0.0051,NaN,NaN,1,4.38363,1669,0.55734,1,4.38363,11
logit_chlorotic,Zm00001d027937,1,17980745,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d027943,1,18040954,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d027950,1,18186787,2.44431,0.11814,0.00146,2.44431,0.11814,NaN,NaN,1,1.36672,1669,0.55915,1,1.36672,4
logit_chlorotic,Zm00001d027954,1,18274992,4.84075,0.02793,0.00289,4.84075,0.02793,NaN,NaN,1,2.70281,1669,0.55835,1,2.70281,5
logit_chlorotic,Zm00001d027966,1,18520530,1.0631,0.30266,6.37E-04,1.0631,0.30266,NaN,NaN,1,0.59492,1669,0.55961,1,0.59492,4
logit_chlorotic,Zm00001d027975,1,18955942,1.0631,0.30266,6.37E-04,1.0631,0.30266,NaN,NaN,1,0.59492,1669,0.55961,1,0.59492,4
logit_chlorotic,Zm00001d027987,1,19434307,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028002,1,19963120,0.119,0.73017,7.13E-05,0.119,0.73017,NaN,NaN,1,0.06663,1669,0.55993,1,0.06663,5
logit_chlorotic,Zm00001d028009,1,20230620,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028025,1,20835688,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d028046,1,21552509,0.92969,0.33508,5.57E-04,0.92969,0.33508,NaN,NaN,1,0.5203,1669,0.55965,1,0.5203,8
logit_chlorotic,Zm00001d028047,1,21553107,0.27659,0.59902,1.66E-04,0.27659,0.59902,NaN,NaN,1,0.15485,1669,0.55987,1,0.15485,17
logit_chlorotic,Zm00001d028055,1,21776208,0.10076,0.75096,6.04E-05,0.10076,0.75096,NaN,NaN,1,0.05642,1669,0.55993,1,0.05642,5
logit_chlorotic,Zm00001d028073,1,21998084,0.1778,0.67332,1.07E-04,0.1778,0.67332,NaN,NaN,1,0.09955,1669,0.55991,1,0.09955,6
logit_chlorotic,Zm00001d028075,1,22062706,0.03537,0.85084,2.12E-05,0.03537,0.85084,NaN,NaN,1,0.01981,1669,0.55995,1,0.01981,9
logit_chlorotic,Zm00001d028084,1,22273894,0.39717,0.52864,2.38E-04,0.39717,0.52864,NaN,NaN,1,0.22235,1669,0.55983,1,0.22235,5
logit_chlorotic,Zm00001d028088,1,22601233,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028093,1,22739051,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d028097,1,22891885,0.03095,0.86036,1.85E-05,0.03095,0.86036,NaN,NaN,1,0.01733,1669,0.55995,1,0.01733,6
logit_chlorotic,Zm00001d028098,1,22960149,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d028100,1,23004528,2.90499,0.08849,0.00174,2.90499,0.08849,NaN,NaN,1,1.62387,1669,0.55899,1,1.62387,11
logit_chlorotic,Zm00001d028102,1,23004643,0.11618,0.73326,6.96E-05,0.11618,0.73326,NaN,NaN,1,0.06505,1669,0.55993,1,0.06505,6
logit_chlorotic,Zm00001d028105,1,23022982,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d028107,1,23032812,1.28394,0.25733,7.69E-04,1.28394,0.25733,NaN,NaN,1,0.71841,1669,0.55953,1,0.71841,4
logit_chlorotic,Zm00001d028111,1,23122603,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d028114,1,23265545,0.57989,0.44646,3.47E-04,0.57989,0.44646,NaN,NaN,1,0.3246,1669,0.55977,1,0.3246,5
logit_chlorotic,Zm00001d028119,1,23366214,6.16575,0.01312,0.00368,6.16575,0.01312,NaN,NaN,1,3.4399,1669,0.5579,1,3.4399,4
logit_chlorotic,Zm00001d028125,1,23561927,3.82184,0.05076,0.00228,3.82184,0.05076,NaN,NaN,1,2.13521,1669,0.55869,1,2.13521,4
logit_chlorotic,Zm00001d028128,1,23602392,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028140,1,23976559,0.04738,0.82771,2.84E-05,0.04738,0.82771,NaN,NaN,1,0.02653,1669,0.55995,1,0.02653,9
logit_chlorotic,Zm00001d028143,1,24001497,1.16367,0.28086,6.97E-04,1.16367,0.28086,NaN,NaN,1,0.65116,1669,0.55957,1,0.65116,10
logit_chlorotic,Zm00001d028152,1,24311039,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028160,1,24593047,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028169,1,25108446,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028177,1,25565775,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d028180,1,25633016,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028181,1,25715355,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028188,1,25766633,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028189,1,25774025,0.69633,0.40414,4.17E-04,0.69633,0.40414,NaN,NaN,1,0.38976,1669,0.55973,1,0.38976,6
logit_chlorotic,Zm00001d028194,1,25926301,0.95166,0.32944,5.70E-04,0.95166,0.32944,NaN,NaN,1,0.53259,1669,0.55965,1,0.53259,5
logit_chlorotic,Zm00001d028195,1,25930428,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d028197,1,25935960,0.81293,0.36739,4.87E-04,0.81293,0.36739,NaN,NaN,1,0.45499,1669,0.55969,1,0.45499,7
logit_chlorotic,Zm00001d028203,1,26132274,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028204,1,26173929,0.57413,0.44873,3.44E-04,0.57413,0.44873,NaN,NaN,1,0.32138,1669,0.55977,1,0.32138,4
logit_chlorotic,Zm00001d028211,1,26529523,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028213,1,26609623,0.11618,0.73326,6.96E-05,0.11618,0.73326,NaN,NaN,1,0.06505,1669,0.55993,1,0.06505,6
logit_chlorotic,Zm00001d028232,1,27419294,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d028240,1,27696071,4.62683,0.03162,0.00276,4.62683,0.03162,NaN,NaN,1,2.5837,1669,0.55842,1,2.5837,5
logit_chlorotic,Zm00001d028243,1,27819256,0.03886,0.84375,2.33E-05,0.03886,0.84375,NaN,NaN,1,0.02176,1669,0.55995,1,0.02176,9
logit_chlorotic,Zm00001d028260,1,28170029,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028265,1,28609567,0.0144,0.90448,8.63E-06,0.0144,0.90448,NaN,NaN,1,0.00807,1669,0.55996,1,0.00807,9
logit_chlorotic,Zm00001d028267,1,28641114,1.63353,0.20139,9.78E-04,1.63353,0.20139,NaN,NaN,1,0.91383,1669,0.55942,1,0.91383,14
logit_chlorotic,Zm00001d028279,1,28996898,0.4636,0.49604,2.78E-04,0.4636,0.49604,NaN,NaN,1,0.25953,1669,0.55981,1,0.25953,4
logit_chlorotic,Zm00001d028284,1,29165882,0.12418,0.72459,7.44E-05,0.12418,0.72459,NaN,NaN,1,0.06953,1669,0.55992,1,0.06953,9
logit_chlorotic,Zm00001d028293,1,29407446,2.81935,0.09332,0.00169,2.81935,0.09332,NaN,NaN,1,1.57607,1669,0.55902,1,1.57607,24
logit_chlorotic,Zm00001d028299,1,29673354,0.74187,0.38919,4.44E-04,0.74187,0.38919,NaN,NaN,1,0.41524,1669,0.55972,1,0.41524,5
logit_chlorotic,Zm00001d028332,1,31060604,0.07582,0.78308,4.54E-05,0.07582,0.78308,NaN,NaN,1,0.04245,1669,0.55994,1,0.04245,7
logit_chlorotic,Zm00001d028339,1,31211809,2.53976,0.1112,0.00152,2.53976,0.1112,NaN,NaN,1,1.42002,1669,0.55911,1,1.42002,4
